event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC Fight Night: Hunt vs Nelson,1.0,lw,ko_tko,1,92,5ff0c4c6006f0873,Myles Jury ,Takanori Gomi,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,ww,dec_una,3,300,1e797ccd275a98d0,Yoshihiro Akiyama ,Amir Sadollah,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,wbw,dec_una,3,300,36d9d7e331e6b589,Miesha Tate ,Rin Nakai,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,ww,dec_spl,3,300,26cd506de4221057,Kiichi Kunimoto ,Richard Walsh,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,flw,ko_tko,1,228,c2a36e996bba3a4a,Kyoji Horiguchi ,Jon Delos Reyes,2014-09-20
UFC Fight Night: Hunt vs Nelson,0.0,bw,dec_una,3,300,b516beb27416e492,Alex Caceres ,Masanori Kanehara,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,ftw,sub,2,98,7690e946d9d81f51,Katsunori Kikuno ,Sam Sicilia,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,ww,ko_tko,1,78,de2dad48d95305d7,Hyun Gyu Lim ,Takenori Sato,2014-09-20
UFC Fight Night: Hunt vs Nelson,0.0,bw,dec_spl,3,300,a4398b9257a93d78,Michinori Tanaka ,Kyung Ho Kang,2014-09-20
UFC Fight Night: Hunt vs Nelson,0.0,lw,sub,2,154,3dd55cca2358a511,Kazuki Tokudome ,Johnny Case,2014-09-20
UFC Fight Night: Hunt vs Nelson,1.0,ftw,dec_una,3,300,284e05afc9479620,Maximo Blanco ,Dan Hooker,2014-09-20
UFC Fight Night: Bigfoot vs Arlovski,0.0,hw,ko_tko,1,179,61c9bbeb2806534b,Antonio Silva ,Andrei Arlovski,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,lw,dec_spl,3,300,246f38c7855a6400,Gleison Tibau ,Piotr Hallmann,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,lw,dec_una,3,300,72d2ab073f4120a4,Leonardo Santos ,Efrain Escudero,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,ww,ko_tko,1,80,033e4538b9014f91,Santiago Ponzinibbio ,Wendell Oliveira Marques,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,bw,dec_una,3,300,36c2ce10809f17b3,Iuri Alcantara ,Russell Doane,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,wbw,sub,1,273,2798c746fe93502a,Jessica Andrade ,Larissa Pacheco,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,ftw,sub,1,269,7580c93fec606442,Godofredo Pepey ,Dashon Johnson,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,0.0,ww,ko_tko,2,151,ebb9eeac1faf73ed,Igor Araujo ,George Sullivan,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,lw,dec_una,3,300,e79e3ee088b76d46,Francisco Trinaldo ,Leandro Silva,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,0.0,ww,dec_una,3,300,972b0643185b2570,Paulo Thiago ,Sean Spencer,2014-09-13
UFC Fight Night: Bigfoot vs Arlovski,1.0,bw,sub,2,124,6f19f24780c4f23f,Rani Yahya ,Johnny Bedford,2014-09-13
UFC Fight Night: Jacare vs Mousasi,1.0,mw,sub,3,270,80faf0c138d20999,Jacare Souza ,Gegard Mousasi,2014-09-05
UFC Fight Night: Jacare vs Mousasi,0.0,hw,ko_tko,1,139,1520290d28b75b53,Alistair Overeem ,Ben Rothwell,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,hw,ko_tko,1,41,fd4d5685c2e207b5,Matt Mitrione ,Derrick Lewis,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,lw,tko_doc,2,134,c9733393385105cb,Joe Lauzon ,Michael Chiesa,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,flw,sub,2,47,839c8cd7b1a32c7c,John Moraga ,Justin Scoggins,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,lw,ko_tko,3,146,1c980547431ddcef,Al Iaquinta ,Rodrigo Damm,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,mw,dec_spl,3,300,98e21492b6bc15d3,Rafael Natal ,Chris Camozzi,2014-09-05
UFC Fight Night: Jacare vs Mousasi,1.0,bw,dec_una,3,300,603b0b1fa3ab8f20,Chris Beal ,Tateki Matsuda,2014-09-05
UFC Fight Night: Jacare vs Mousasi,0.0,ftw,dec_una,3,300,7ba4a04673307cc9,Sean Soriano ,Chas Skelly,2014-09-05
UFC 177: Dillashaw vs Soto,1.0,lw,dec_spl,3,300,ae0b5ab5bc4bb6a7,Tony Ferguson ,Danny Castillo,2014-08-30
UFC 177: Dillashaw vs Soto,1.0,wbw,ko_tko,2,116,8452ff5ae6316931,Bethe Correia ,Shayna Baszler,2014-08-30
UFC 177: Dillashaw vs Soto,0.0,lw,ko_tko,2,113,1748b2b5aabe23a5,Ramsey Nijem ,Diego Ferreira,2014-08-30
UFC 177: Dillashaw vs Soto,1.0,lw,sub,2,114,7cfb05c08ec91525,Yancy Medeiros ,Damon Jackson,2014-08-30
UFC 177: Dillashaw vs Soto,0.0,mw,dec_una,3,300,bd83e4a6f216230f,Lorenz Larkin ,Derek Brunson,2014-08-30
UFC 177: Dillashaw vs Soto,0.0,hw,ko_tko,2,257,c303b8a07d0d06d2,Ruan Potts ,Anthony Hamilton,2014-08-30
UFC 177: Dillashaw vs Soto,1.0,lw,sub,1,72,788c4bbf925cdf40,Chris Wade ,Cain Carrizosa,2014-08-30
UFC Fight Night: Henderson vs Dos Anjos,0.0,lw,ko_tko,1,151,351532f2fe6804d1,Benson Henderson ,Rafael Dos Anjos,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,0.0,ww,ko_tko,1,72,c7765a3255701267,Mike Pyle ,Jordan Mein,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,0.0,mw,ko_tko,2,20,735ed861dee80d25,Francis Carmont ,Thales Leites,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,lw,dec_una,3,300,20f0129fc4861674,James Vick ,Valmir Lazaro,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,ftw,sub,1,155,e8f6232d12d52b58,Chas Skelly ,Tom Niinimaki,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,ww,dec_una,3,300,954362efa4564d60,Neil Magny ,Alex Garcia,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,lw,sub,2,218,53fe9da9fb8d4f88,Beneil Dariush ,Anthony Rocco Martin,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,0.0,bw,dec_una,3,300,b2867869d4eb98ce,Aaron Phillips ,Matt Hobar,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,ww,sub,1,138,bb9c60bc6924f373,Ben Saunders ,Chris Heatherly,2014-08-23
UFC Fight Night: Henderson vs Dos Anjos,1.0,flw,dec_una,3,300,01be9ab42f1fd8e6,Wilson Reis ,Joby Sanchez,2014-08-23
UFC Fight Night: Bisping vs Le,1.0,mw,ko_tko,4,57,a57b9c636ac198be,Michael Bisping ,Cung Le,2014-08-23
UFC Fight Night: Bisping vs Le,1.0,ww,ko_tko,1,61,7cde85d46dc0bebe,Tyron Woodley ,Dong Hyun Kim,2014-08-23
UFC Fight Night: Bisping vs Le,1.0,lw,dec_una,3,300,0067048aaa2aa2da,Zhang Lipeng ,Brendan O'Reilly,2014-08-23
UFC Fight Night: Bisping vs Le,1.0,ww,dec_una,3,300,2d323659e430bc92,Sai Wang ,Danny Mitchell,2014-08-23
UFC Fight Night: Bisping vs Le,1.0,ww,ko_tko,1,257,d0ee52e17db605ab,Alberto Mina ,Shinsho Anzai,2014-08-23
UFC Fight Night: Bisping vs Le,0.0,bw,sub,1,66,e5cf527ed3963a0e,Roland Delorme ,Yuta Sasaki,2014-08-23
UFC Fight Night: Bisping vs Le,0.0,ww,ko_tko,1,290,4de8b5898e1a23c8,Anying Wang ,Colby Covington,2014-08-23
UFC Fight Night: Bisping vs Le,0.0,bw,dec_spl,3,300,fe1130f34dea28d8,Yao Zhikui ,Royston Wee,2014-08-23
UFC Fight Night: Bisping vs Le,0.0,wbw,dec_spl,3,300,63e4cd10ed47f1a8,Elizabeth Phillips ,Milana Dudieva,2014-08-23
UFC Fight Night: Bader vs Saint Preux,1.0,lhw,dec_una,5,300,db209b782f35e0e6,Ryan Bader ,Ovince Saint Preux,2014-08-16
UFC Fight Night: Bader vs Saint Preux,0.0,lw,ko_tko,2,95,efa3f3c8945cad0a,Gray Maynard ,Ross Pearson,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,mw,ko_tko,2,198,852442b380088fa5,Tim Boetsch ,Brad Tavares,2014-08-16
UFC Fight Night: Bader vs Saint Preux,0.0,ww,ko_tko,1,263,5df4632f6238e612,Seth Baczynski ,Alan Jouban,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,hw,ko_tko,3,123,2573a9a722f238f4,Shawn Jordan ,Jack May,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,ftw,sub,1,267,6989466d287b4a57,Thiago Tavares ,Robert Peralta,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,flw,dec_una,3,300,a0e4f43827aa81c4,Jussier Formiga ,Zach Makovsky,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,wbw,dec_spl,3,300,03ba4f9ba7c934ad,Sara McMann ,Lauren Murphy,2014-08-16
UFC Fight Night: Bader vs Saint Preux,1.0,mw,dec_una,3,300,49d8fc8e4aee9b51,Tom Watson ,Sam Alvey,2014-08-16
UFC Fight Night: Bader vs Saint Preux,0.0,bw,dec_una,3,300,99dc6aa635a9cf98,Nolan Ticman ,Frankie Saenz,2014-08-16
UFC on FOX: Lawler vs Brown,1.0,ww,dec_una,5,300,677910683d0fd88b,Robbie Lawler ,Matt Brown,2014-07-26
UFC on FOX: Lawler vs Brown,1.0,lhw,ko_tko,1,44,1f63949591ad61bd,Anthony Johnson ,Rogerio Nogueira,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,ftw,sub,2,177,1258b6f1cb5eed64,Clay Guida ,Dennis Bermudez,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,lw,dec_spl,3,300,23124e6f3e7aa37d,Josh Thomson ,Bobby Green,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,lw,dec_una,3,300,17dc833cda860933,Daron Cruickshank ,Jorge Masvidal,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,lhw,dec_una,3,300,2e23e7ab6217c034,Kyle Kingsbury ,Patrick Cummins,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,ww,dec_una,3,300,35cdd5e50d30f26e,Hernani Perpetuo ,Tim Means,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,lw,dec_una,3,300,f9e672ec431fed3f,Akbarh Arreola ,Tiago dos Santos e Silva,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,ww,dec_una,3,300,5da651d5867cbdfe,Andreas Stahl ,Gilbert Burns,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,wsw,dec_una,3,300,f29ba17d818d4fac,Juliana Lima ,Joanna Jedrzejczyk,2014-07-26
UFC on FOX: Lawler vs Brown,0.0,ftw,dec_una,3,300,55b3724a98c0469c,Steven Siler ,Noad Lahat,2014-07-26
UFC Fight Night: McGregor vs Brandao,1.0,ftw,ko_tko,1,245,1e603e6aa6d1a750,Conor McGregor ,Diego Brandao,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,ww,sub,2,288,ab3820fa9944bd22,Gunnar Nelson ,Zak Cummings,2014-07-19
UFC Fight Night: McGregor vs Brandao,0.0,flw,dec_una,3,300,0836a9bdd8942bb3,Brad Pickett ,Ian McCall,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,lw,ko_tko,2,221,611ccad0fc46ba51,Norman Parke ,Naoyuki Kotani,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,lhw,ko_tko,1,127,85a58685504c63b4,Ilir Latifi ,Chris Dempsey,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,flw,dec_una,3,300,b2457e9da89967e2,Neil Seery ,Phil Harris,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,mw,sub,2,213,f3a970c83d8de1db,Cathal Pendred ,Mike King,2014-07-19
UFC Fight Night: McGregor vs Brandao,0.0,mw,dec_una,3,300,c805552171b20b68,Tor Troeng ,Trevor Smith,2014-07-19
UFC Fight Night: McGregor vs Brandao,0.0,lhw,ko_tko,1,297,f6d6b660e1578744,Cody Donovan ,Nikita Krylov,2014-07-19
UFC Fight Night: McGregor vs Brandao,1.0,flw,sub,1,186,e554e9910cb83d49,Paddy Holohan ,Josh Sampo,2014-07-19
UFC Fight Night: Cowboy vs Miller,1.0,lw,ko_tko,2,211,c8998aa536614a5a,Donald Cerrone ,Jim Miller,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,lw,ko_tko,1,186,4e7c06f8b2b8c24b,Edson Barboza ,Evan Dunham,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,ww,sub,2,132,a822be2a017f329e,Rick Story ,Leonardo Mafra,2014-07-16
UFC Fight Night: Cowboy vs Miller,0.0,lw,ko_tko,2,207,c1bc2a42652f685c,Justin Salas ,Joe Proctor,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,flw,ko_tko,3,291,3c06557ddd86f8e8,John Lineker ,Alptekin Ozkilic,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,ftw,ko_tko,3,128,0dff8509f6a861f1,Lucas Martins ,Alex White,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,lw,dec_una,3,300,b0271fa12935bf88,Gleison Tibau ,Pat Healy,2014-07-16
UFC Fight Night: Cowboy vs Miller,0.0,wbw,ko_tko,1,144,9fc7fcbdb6587265,Jessamyn Duke ,Leslie Smith,2014-07-16
UFC Fight Night: Cowboy vs Miller,0.0,bw,ko_tko,3,230,02a183fa803a33fe,Hugo Viana ,Aljamain Sterling,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,lw,tko_doc,1,300,635ee9448fe2ddaf,Yosdenis Cedeno ,Jerrod Sanders,2014-07-16
UFC Fight Night: Cowboy vs Miller,1.0,wsw,dec_una,3,300,5c30f6535a08d598,Claudia Gadelha ,Tina Lahdemaki,2014-07-16
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1.0,ftw,ko_tko,3,256,bdcb43bf1daa790b,Frankie Edgar ,BJ Penn,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1.0,hw,ko_tko,1,210,e7081f3a0a982f9d,Derrick Lewis ,Guto Inocente,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,0.0,flw,dec_spl,3,300,de17a01ce8a0c654,Justin Scoggins ,Dustin Ortiz,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,0.0,lw,dec_spl,3,300,94371d1af8aab471,Jesse Ronson ,Kevin Lee,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,0.0,bw,sub,3,229,8fd355e482806ca7,Jumabieke Tuerxun ,Leandro Issa,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1.0,lw,ko_tko,1,141,2f91307892d163ce,Adriano Martins ,Juan Manuel Puig,2014-07-06
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1.0,lhw,dec_una,3,300,1117f90ee81e0bbf,Patrick Walsh ,Daniel Spohn,2014-07-06
UFC 175: Weidman vs Machida,1.0,mw,dec_una,3,300,f560035058bdb18b,Uriah Hall ,Thiago Santos,2014-07-05
UFC 175: Weidman vs Machida,0.0,bw,dec_spl,3,300,9cba1f0cdf10a8e5,Marcus Brimage ,Russell Doane,2014-07-05
UFC 175: Weidman vs Machida,1.0,bw,sub,3,69,27c34f7a7e1c4d67,Urijah Faber ,Alex Caceres,2014-07-05
UFC 175: Weidman vs Machida,1.0,ww,dec_una,3,300,f206143bb9347444,Kenny Robertson ,Ildemar Alcantara,2014-07-05
UFC 175: Weidman vs Machida,0.0,mw,dec_spl,3,300,2e8058fb2344ae3f,Chris Camozzi ,Bruno Santos,2014-07-05
UFC 175: Weidman vs Machida,0.0,bw,ko_tko,1,139,c576e311ea337a32,George Roop ,Rob Font,2014-07-05
UFC 175: Weidman vs Machida,1.0,mw,dec_una,3,300,6445b14dbd24ac25,Luke Zachrich ,Guilherme Vasconcelos,2014-07-05
UFC Fight Night: Swanson vs Stephens,1.0,ftw,dec_una,5,300,46cfb41b00cb5ad8,Cub Swanson ,Jeremy Stephens,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,ww,dec_una,3,300,0dab467898de22c6,Kelvin Gastelum ,Nicholas Musoke,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,mw,dec_una,3,300,12bf24fa110513d0,Cezar Ferreira ,Andrew Craig,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,ftw,dec_una,3,300,2c8d1f5bb73a812b,Ricardo Lamas ,Hacran Dias,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,mw,dec_spl,3,300,7d26a6b4b6845e1b,Clint Hester ,Antonio Braga Neto,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,lw,dec_spl,3,300,9afda67fdb4d7c07,Joe Ellenberger ,James Moontasri,2014-06-28
UFC Fight Night: Swanson vs Stephens,0.0,lw,sub,1,38,cbf36e02c68e7719,Colton Smith ,Diego Ferreira,2014-06-28
UFC Fight Night: Swanson vs Stephens,0.0,bw,ko_tko,1,38,4eae10815ebe78e3,Johnny Bedford ,Cody Gibson,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,mw,dec_spl,3,300,47cabf79c3340581,Marcelo Guimaraes ,Andy Enz,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,flw,sub,1,137,f3fb4be38377e1e9,Ray Borg ,Shane Howell,2014-06-28
UFC Fight Night: Swanson vs Stephens,1.0,hw,sub,1,138,612333aaff795989,Aleksei Oleinik ,Anthony Hamilton,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,0.0,mw,sub,1,274,bfcabf1ab823942f,James Te Huna ,Nate Marquardt,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,0.0,hw,dec_una,3,300,7962611f2adbacc0,Soa Palelei ,Jared Rosholt,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,0.0,ftw,sub,2,272,a4759c52378f9d1a,Hatsu Hioki ,Charles Oliveira,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,ww,dec_una,3,300,1f65f03f1225e061,Robert Whittaker ,Mike Rhodes,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,lw,sub,3,196,70e49c90d012de66,Jake Matthews ,Dashon Johnson,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,flw,dec_una,3,300,2977a9b5c30d89c1,Richie Vaculik ,Roldan Sangcha'an,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,0.0,ww,ko_tko,1,295,eb13a9d04dca676e,Chris Indich ,Vik Grujic,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,ww,ko_tko,2,152,2bb2a2652fe38809,Neil Magny ,Rodrigo de Lima,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,ftw,ko_tko,1,214,ee532a38a0b93127,Dan Hooker ,Ian Entwistle,2014-06-28
UFC Fight Night: Te Huna vs Marquardt,1.0,lhw,dec_spl,3,300,25a28456f684503e,Gian Villante ,Sean O'Connell,2014-06-28
UFC 174: Johnson vs Bagautinov,1.0,ww,dec_una,3,300,de65739f00350c58,Rory MacDonald ,Tyron Woodley,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,lhw,dec_una,3,300,b72c19b80fb47ba4,Ryan Bader ,Rafael Cavalcante,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,hw,dec_spl,3,300,f3ebce624bb154ae,Andrei Arlovski ,Brendan Schaub,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,lhw,ko_tko,2,130,db747a157e1f264b,Ovince Saint Preux ,Ryan Jimmo,2014-06-14
UFC 174: Johnson vs Bagautinov,0.0,ww,sub,1,172,7767149280471f2a,Daniel Sarafian ,Kiichi Kunimoto,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,wbw,dec_spl,3,300,594ce25b9e16c7ba,Valerie Letourneau ,Elizabeth Phillips,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,bw,dec_una,3,300,5fe5c8cb69d8825e,Yves Jabouin ,Mike Easton,2014-06-14
UFC 174: Johnson vs Bagautinov,0.0,lw,ko_tko,3,121,a84d032d7d217427,Kajan Johnson ,Tae Hyun Bang,2014-06-14
UFC 174: Johnson vs Bagautinov,0.0,bw,dec_una,3,300,2d7ead5ad0952423,Roland Delorme ,Michinori Tanaka,2014-06-14
UFC 174: Johnson vs Bagautinov,1.0,lw,ko_tko,1,297,357ba2f1da89031b,Jason Saggo ,Josh Shockley,2014-06-14
UFC Fight Night: Henderson vs Khabilov,1.0,lw,sub,4,76,753004dcc9c53eb6,Benson Henderson ,Rustam Khabilov,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,lw,dec_spl,3,300,8d7ea177efadc718,Diego Sanchez ,Ross Pearson,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,flw,tko_doc,2,300,dbc35626d0f0576b,John Dodson ,John Moraga,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,lw,ko_tko,2,216,b97d2f97d109cfc8,Rafael Dos Anjos ,Jason High,2014-06-07
UFC Fight Night: Henderson vs Khabilov,0.0,lw,sub,3,151,6ff8fff0fe2a3cd9,Yves Edwards ,Piotr Hallmann,2014-06-07
UFC Fight Night: Henderson vs Khabilov,0.0,bw,sub,2,112,410e3163827d6d3b,Erik Perez ,Bryan Caraway,2014-06-07
UFC Fight Night: Henderson vs Khabilov,0.0,bw,dec_una,3,300,6eee347f75f223f0,Yaotzin Meza ,Sergio Pettis,2014-06-07
UFC Fight Night: Henderson vs Khabilov,0.0,ww,dec_una,3,300,6597b770486021b8,Bobby Voelker ,Lance Benoist,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,flw,dec_una,3,300,d02ac0447fb2a7a0,Scott Jorgensen ,Danny Martinez,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,lw,ko_tko,3,167,5eb07bffdc8b7acf,Jon Tuck ,Jake Lindsey,2014-06-07
UFC Fight Night: Henderson vs Khabilov,1.0,lhw,ko_tko,2,148,0c2a634606639d71,Patrick Cummins ,Roger Narvaez,2014-06-07
UFC Fight Night: Miocic vs Maldonado,1.0,hw,ko_tko,1,35,09f9849d363433a7,Stipe Miocic ,Fabio Maldonado,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,ww,dec_una,3,300,f9109d1e7c4ff9aa,Demian Maia ,Alexander Yakovlev,2014-05-31
UFC Fight Night: Miocic vs Maldonado,0.0,ftw,dec_spl,3,300,a104c62f69ce47de,Rony Jason ,Robert Peralta,2014-05-31
UFC Fight Night: Miocic vs Maldonado,0.0,lw,dec_una,3,300,16216dcec4a48768,Rodrigo Damm ,Rashid Magomedov,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,lw,sub,3,261,4041e280dc113323,Elias Silverio ,Ernest Chavez,2014-05-31
UFC Fight Night: Miocic vs Maldonado,0.0,ww,dec_una,3,300,c16b1dc7577fc31c,Paulo Thiago ,Gasan Umalatov,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,ftw,ko_tko,2,292,c556a9d615f11483,Edimilson Souza ,Mark Eddiva,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,mw,sub,2,66,e64310b89b54db3f,Ricardo Abreu ,Wagner Silva,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,hw,ko_tko,1,20,ab27a211bcb9550b,Marcos Rogerio de Lima ,Richardson Moreira,2014-05-31
UFC Fight Night: Miocic vs Maldonado,1.0,bw,ko_tko,1,167,f132535656f28648,Pedro Munhoz ,Matt Hobar,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,mw,sub,1,237,5d7c91acbcddda2f,Mark Munoz ,Gegard Mousasi,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,mw,dec_una,3,300,0ecbb881c74a63f5,Francis Carmont ,CB Dollaway,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,mw,dec_spl,3,300,3618e0e165190576,Luke Barnatt ,Sean Strickland,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,ftw,sub,1,255,0b1af005a5f25561,Tom Niinimaki ,Niklas Backstrom,2014-05-31
UFC Fight Night: Munoz vs Mousasi,1.0,lw,dec_una,3,300,042fee3d05e105fa,Nick Hein ,Drew Dober,2014-05-31
UFC Fight Night: Munoz vs Mousasi,1.0,mw,sub,2,299,5b6405eeb6757637,Magnus Cedenblad ,Krzysztof Jotko,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,bw,ko_tko,1,25,2133f8798f089140,Vaughan Lee ,Iuri Alcantara,2014-05-31
UFC Fight Night: Munoz vs Mousasi,1.0,ww,dec_una,3,300,e886e22d31bc96c1,Peter Sobotta ,Pawel Pawlak,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,ftw,dec_una,3,300,47bdfab3cdcdddfd,Andy Ogle ,Maximo Blanco,2014-05-31
UFC Fight Night: Munoz vs Mousasi,0.0,hw,dec_una,3,300,2baa02e0df86b566,Viktor Pesta ,Ruslan Magomedov,2014-05-31
UFC 173: Barao vs Dillashaw,1.0,lhw,sub,3,233,2f6b63e8ec62e3ca,Daniel Cormier ,Dan Henderson,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,ww,ko_tko,3,186,c3e3d5ef06a45616,Robbie Lawler ,Jake Ellenberger,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,bw,dec_una,3,300,f9a59f7c67fbce01,Takeya Mizugaki ,Francisco Rivera,2014-05-24
UFC 173: Barao vs Dillashaw,0.0,lw,ko_tko,1,300,164eb9071caf3fe8,Jamie Varner ,James Krause,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,lw,dec_una,3,300,1789d630e31e9c77,Michael Chiesa ,Francisco Trinaldo,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,lw,ko_tko,1,246,002c1562708ac307,Tony Ferguson ,Katsunori Kikuno,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,bw,dec_una,3,300,ee0075e188e87e86,Chris Holdsworth ,Chico Camus,2014-05-24
UFC 173: Barao vs Dillashaw,0.0,lw,sub,2,57,4ead27d52c14697a,Al Iaquinta ,Mitch Clarke,2014-05-24
UFC 173: Barao vs Dillashaw,0.0,lw,dec_una,3,300,11d2b546c8533c0f,Anthony Njokuani ,Vinc Pichel,2014-05-24
UFC 173: Barao vs Dillashaw,1.0,ftw,dec_una,3,300,8d98ccae1057815e,Sam Sicilia ,Aaron Phillips,2014-05-24
UFC 173: Barao vs Dillashaw,0.0,ww,dec_spl,3,300,b56fd6eb7d0b6083,David Michaud ,Li Jingliang,2014-05-24
UFC Fight Night: Brown vs Silva,1.0,ww,ko_tko,3,131,f8cceeabeb2afd4d,Matt Brown ,Erick Silva,2014-05-10
UFC Fight Night: Brown vs Silva,1.0,mw,ko_tko,1,227,2d14f73c374f2875,Constantinos Philippou ,Lorenz Larkin,2014-05-10
